Node1,Sign,Node2,Weight
BSG,1,Enzyme757700002__BSG,0.5
CAV1,-1,BSG,0.5
E2F1,1,PLK1,0.125
E2F1,1,RELA,1
EGFR,1,CAV1,0.25
EGFR,1,E2F1,0.125
EGFR,1,PTPN1,0.125
EGFR,1,STAT1,0.125
EGR1,1,EGFR,0.125
FGFR1,1,LDHA,0.5
FGFR1,1,STAT1,0.5
Enzyme1338__AKR1A1,1,Metab__D-Glucitol_c,0.33333333333333326
Enzyme1338__AKR1B1,1,Metab__D-Glucitol_c,0.33333333333333326
Enzyme1338__AKR7A2,1,Metab__D-Glucitol_c,0.33333333333333326
Enzyme7338__LDHA_reverse,1,Metab__L-Lactic acid_c,0.5
Enzyme757700002__BSG,1,Metab__L-Lactic acid_c,0.5
Enzyme9047__SLC2A1,1,Metab__D-Glucose_c,0.5
Enzyme9049__SLC2A1_reverse,1,Metab__D-Glucose_c,0.5
Enzyme9172__LDHA_reverse,1,Metab__L-Lactic acid_m,0.25
Enzyme918200002__SLC16A1,1,Metab__L-Lactic acid_m,0.75
HIF1A,1,SLC2A1,1
IRS1,1,CAV1,0.125
JUN,-1,TP53,0.125
JUN,1,EGFR,0.125
LDHA,1,Enzyme7338__LDHA_reverse,0.5
LDHA,1,Enzyme9172__LDHA_reverse,0.25
MAPK1,-1,FGFR1,0.25
MAPK14,-1,EGFR,0.125
MAPK14,-1,MAPK1,0.25
MAPK14,-1,MAPK3,0.25
MAPK14,1,JUN,0.625
MAPK14,1,RELA,0.625
MAPK14,1,STAT1,0.625
MAPK3,-1,FGFR1,0.25
Metab__D-Glucose_c,1,Enzyme1338__AKR1A1,0.33333333333333326
Metab__D-Glucose_c,1,Enzyme1338__AKR1B1,0.33333333333333326
Metab__D-Glucose_c,1,Enzyme1338__AKR7A2,0.33333333333333326
Metab__L-Lactic acid_c,1,Enzyme918200002__SLC16A1,0.75
Metab__D-Glucitol_c,1,MAPK14,0.625
NFKB1,1,EGFR,0.125
NFKB1,1,RELA,1
PLK1,-1,IRS1,0.125
PTPN1,-1,CAV1,0.125
RELA,1,EGFR,0.125
RELA,1,NFKB1,1
SLC2A1,1,Enzyme9047__SLC2A1,0.5
SLC2A1,1,Enzyme9049__SLC2A1_reverse,0.5
SP1,1,NFKB1,1
SP1,1,RELA,1
TP53,-1,SLC2A1,0.125
TP53,1,EGFR,0.125
