Nodes,AvgAct,RNA_input,mofa_weights,feature_weights,NodeType
ATF2,1.7501258774755415,0,NA,2.958575575468587,4
ATF4,2.132602916748823,0,-0.16625472499961996,3.1176850991147997,4
DNMT3A,-2.350661660807748,-10,-0.2188689599477262,-2.1933228807538963,4
ETV4,4.063129482487278,-10,-0.27627298128148675,2.4141763775025002,4
HMGA2,2.0850597368911665,0,0.10192790576366134,2.6459704335960095,4
HR,2.263185218945515,0,NA,4.637082258002754,4
ID2,-2.325658172531483,0,-0.1636305689672964,1.178532606540616,4
JDP2,-3.287200675001215,0,NA,-4.02971575705367,4
JUN,2.222974334505207,10,0.5962492592011661,7.305008861819684,4
JUND,1.9060147774455727,0,-0.1002565900911247,2.8721820573743657,4
KLF10,1.5872485049811142,10,0.29955945768659575,2.4485030301636326,4
LAMB1,1.503273958320022,10,0.4694316153220458,3.1037677304376565,2
LGALS1,2.314857831279365,10,0.7432072447462025,4.779422271975704,2
MTA1,1.9405121625234882,0,-0.1445794900598657,0.33756735086174894,4
NFATC1,2.104461848224633,0,NA,3.013460871149975,4
NR4A1,2.390757957017372,0,0.10516590099276062,1.4355497400489623,4
PBX1,2.0850597368911665,0,NA,4.151764347150856,4
PKM,1.6875382580030027,0,0.37889864780224586,3.484213080443499,2
PPARD,1.8969243461199226,10,0.39173879943982287,3.0976856175828407,4
RUNX2,1.6523988153988944,0,NA,4.134625326034755,4
SMAD3,3.260145560401523,10,0.536747424152377,2.4309749616721237,3
SMARCA1,2.325658172531483,10,0.30433084832155094,0.0035444271247474686,4
SNAI2,2.0850597368911665,0,NA,0.32745957187526104,4
SP1,3.023470400327493,0,NA,6.548647971788003,4
SP3,3.3509005429150696,0,NA,4.855903176143911,4
STAT1,3.0299906724209578,10,0.34807099235725897,7.648270674169067,4
STAT3,2.1130339259289865,10,0.2545411052616563,3.4872615965114147,4
TCF4,2.132602916748823,0,NA,2.773987101010582,4
TCF7L2,2.132602916748823,0,-0.0687925125744065,2.7506338270695645,4
TFAP4,1.7100435983664966,0,NA,3.3675153828611766,4
TIMP1,2.2294744176860224,0,0.6207262898597901,4.603133524100507,2
TIMP2,2.3532872458157823,10,0.8435655394113585,4.858766410199878,2
VIM,2.1705050231647505,10,0.6985709182192692,4.481381063222974,2
ZEB1,1.6949652706567677,0,NA,0.7747178149885964,4
