source,score
Gene1000000003__SLC7A6,0.4414934429744648
Gene1000200002__SLC7A6,0.4414934429744648
Gene1000300003__SLC7A6,0.4414934429744648
Gene1000400002__SLC7A6,0.4414934429744648
Gene1001200003__SLC7A6,0.9650547947813021
Gene1001400003__SLC7A6,0.9650547947813021
Gene1001500003__SLC7A6,0.9650547947813021
Gene1001600003__SLC7A6,0.9650547947813021
Gene1001700002__SLC7A6,0.9650547947813021
Gene1001800003__SLC7A6,0.9650547947813021
Gene1001900003__SLC7A6,0.9650547947813021
Gene1002000003__SLC7A6,0.8199571795240277
Gene1002100003__SLC7A6,0.8199571795240277
Gene1002400003__SLC7A6,0.8199571795240277
Gene1002600002__SLC7A6,-1.3325920624633094
Gene1002700002__SLC7A6,-1.3325920624633094
Gene1002800002__SLC7A6,-1.3325920624633094
Gene1003700003__SLC7A6,-1.0707277365242303
Gene1003800003__SLC7A6,-1.0707277365242303
Gene1003900003__SLC7A6,-1.0707277365242303
Gene1004000003__SLC7A6,-1.0707277365242303
Gene1004100003__SLC7A6,-1.0707277365242303
Gene1004200003__SLC7A6,-1.0707277365242303
Gene1004300002__SLC7A6,-0.39080279558655723
Gene1004400002__SLC7A6,-0.39080279558655723
Gene1004500002__SLC7A6,-0.39080279558655723
Gene1006900002__SLC7A6,-0.4938760765194271
Gene1007100002__SLC7A6,-0.4938760765194271
Gene1007200002__SLC7A6,0.08557074655861203
Gene1007900002__SLC7A6,0.8528149742816652
Gene1008000002__SLC7A6,0.8528149742816652
Gene100800002__SLC25A10,-0.08003970309849712
Gene1008100003__SLC7A6,0.4414934429744648
Gene1008800003__SLC7A6,0.9650547947813021
Gene1008900003__SLC7A6,0.9650547947813021
Gene1009100003__SLC7A6,0.8199571795240277
Gene1009300002__SLC7A6,-1.3325920624633094
Gene1009400002__SLC7A6,-1.3325920624633094
Gene1009500002__SLC7A6,-1.3325920624633094
Gene1009600002__SLC7A6,-1.3325920624633094
Gene1010100002__SLC7A6,-0.39080279558655723
Gene1010300002__SLC7A6,-0.39080279558655723
Gene1010__SLC2A1,1.1056775986850955
Gene10506__CHPT1,0.5265999774619341
Gene109__SLC29A1,1.1461538744535036
Gene109__SLC29A1_reverse,1.6246797446899057
Gene114__ADSL,-0.12421162073805164
Gene1194__PGS1,0.5265999774619341
Gene119800002__SLC38A1,0.9650547947813021
Gene119800002__SLC38A2,0.9650547947813021
Gene119800002__SLC7A1,0.9650547947813021
Gene1199__GOT2,-0.0031642928356240036
Gene1199__GOT2_reverse,0.21648482797914329
Gene12300001__SLC25A10,-0.6724214801864007
Gene12300001__SLC25A11,-0.6724214801864007
Gene12300002__SLC25A10,-0.08003970309849712
Gene12300002__SLC25A11,-0.08003970309849712
Gene125000002__SLC38A1,-1.0707277365242303
Gene125000002__SLC38A2,-1.0707277365242303
Gene1251__orphanReacPROtm,-1.062149979132872
Gene1260__UPP1,-0.2562317850103167
Gene1260__UPP1_reverse,0.8161324554182987
Gene12700001__orphanReacSLC_complex_3,0.08557074655861203
Gene12800002__SLC1A5,0.08557074655861203
Gene13000002__SLC1A5,0.08557074655861203
Gene1333__COMT,1.624348993218181
Gene1333__COMTD1,1.624348993218181
Gene1334__COMTD1,1.624348993218181
Gene1338__AKR1A1,0.6667189762753384
Gene1338__AKR7A2,0.6667189762753384
Gene134100003__SLC1A5,0.8528149742816652
Gene134200002__orphanReacSLC_complex_3,0.8528149742816652
Gene134300002__orphanReacSLC_complex_7,0.8528149742816652
Gene134400002__SLC1A5,0.8528149742816652
Gene1346__ESD,0.1034717209497977
Gene1396__orphanReacSUCCtp_reverse,-0.5529500065330673
Gene1397__SDHA_SDHD_SDHC_SDHB,-0.07572536596182662
Gene1397__SDHA_SDHD_SDHC_SDHB_reverse,-0.30624250528407315
Gene144__orphanReacAMETr_reverse,-1.897873892812532
Gene1493__SLC29A1,0.8161324554182987
Gene1494__orphanReacUritn_reverse,0.8161324554182987
Gene1542__IDH1,-0.6154979150975044
Gene1542__IDH2,-0.6154979150975044
Gene1543__NIT2,-0.6154979150975044
Gene1545__ITPA,1.4621836209748251
Gene1551__orphanReacr0156,0.08557074655861203
Gene1561__AKR1A1,-1.1376787670220432
Gene1563__GMPR2_reverse,1.4621836209748251
Gene1565__GMPS,1.4621836209748251
Gene156__AKR1A1,-1.4422708681036236
Gene1571__HK1,2.507660048613885
Gene1572__HK1,2.507660048613885
Gene1583__ALDOA,-0.5801615256976089
Gene1598__orphanReacr0480,1.624348993218181
Gene1598__orphanReacr0480_reverse,-1.897873892812532
Gene1619__PYCR1_reverse,-1.513986366045679
