Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,5,0,1,0,1,1,1,1,2.59365874217639
AKT1,5,0,1,0,1,1,1,1,1.8920008628401677
BCAR1,5,0,1,0,1,1,1,1,2.1190282628575683
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,5,0,0,1,-1,1,-1,-1,-1.1750898811245374
CCNE1,5,0,0,1,-1,1,-1,-1,-2.1280160535264003
CTNNB1,5,0,0,1,-1,0,-1,-1,0.3075365187224945
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EPHB2,3,0,1,0,1,1,1,1,2.941237734032235
GSK3B,5,0,1,0,1,1,1,1,2.5358415995137644
HRAS,2,0,1,0,1,1,1,1,3.54584928296538
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ID2,5,0,0,1,-1,0,-1,-1,NA
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
JUN,4,0,1,0,1,1,1,1,6.289921481510688
KITLG,5,0,1,0,1,1,1,1,2.2384960699688605
MAP2K1,5,0,1,0,1,1,1,1,1.9184337860697405
MAP3K1,5,0,1,0,1,1,1,1,3.173375919966002
MAPK1,5,0,1,0,1,1,1,1,1.6996888493533562
MAPK14,5,0,1,0,1,1,1,1,3.4568505745897102
MAPK3,5,0,1,0,1,1,1,1,1.661523782835066
MAPK8,5,0,1,0,1,1,1,1,3.593770323043058
MAPK9,5,0,1,0,1,1,1,1,3.728904695459122
MMP14,0,0,0,1,-1,0,-1,-1,NA
MYC,4,0,0,1,-1,1,-1,-1,-5.155864131816764
NCOA1,4,0,1,0,1,1,1,1,3.4305454413036474
NOTCH1,3,0,0,1,-1,1,-1,-1,-0.705752569760374
PCNA,5,0,0,1,-1,1,-1,-1,-0.8265991058433075
PIK3R1,5,0,1,0,1,1,1,1,3.219656852851615
PPP2CA,5,0,0,1,-1,0,-1,-1,0.7735697267252718
PRKACA,5,0,1,0,1,1,1,1,2.9178176261165567
PRKCZ,5,0,1,0,1,1,1,1,2.4330052744197186
PRKDC,5,0,1,0,1,1,1,1,2.270610161514067
PTK2,5,0,1,0,1,1,1,1,2.3152298875036386
PTK2B,5,0,1,0,1,1,1,1,3.1384981823211517
PTPN1,5,0,1,0,1,1,1,1,2.389314464900301
RAC1,5,0,1,0,1,1,1,1,3.278904478606325
RAF1,5,0,1,0,1,1,1,1,1.8938694416075532
RPS6KA4,5,0,1,0,1,1,1,1,1.798977610925121
SRC,5,0,1,0,1,1,1,1,3.3170383770735627
SRF,4,0,1,0,1,1,1,1,11.457427235080493
STAT1,4,0,1,0,1,1,1,1,10.813445240222029
STAT3,4,0,1,0,1,1,1,1,7.911350863970297
STAT5B,4,0,1,0,1,1,1,1,5.025612229591523
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TLN1,2,0,1,0,1,1,1,1,3.051875595096952
TNK2,5,0,1,0,1,1,1,1,1.5516077724162374
TP53,4,0,1,0,1,1,1,1,6.567530020504592
TYK2,5,0,1,0,1,1,1,1,2.2796808102014494
USF1,4,0,1,0,1,1,1,1,3.9193143089935942
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
