Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,1,0,1,0,1,1,1,1,2.59365874217639
ACVR1,3,0,1,0,1,1,1,1,2.398459516764173
ACVR1B,3,0,1,0,1,1,1,1,2.457555547613104
APP,2,0,1,0,1,1,1,1,2.2538359851577954
AXIN1,1,0,0,1,-1,1,-1,-1,-0.5157123690620454
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,1,0,0,1,-1,1,-1,-1,-1.1750898811245374
CCNE1,1,0,0,1,-1,1,-1,-1,-2.1280160535264003
CDK2,1,0,0,1,-1,1,-1,-1,-0.653249380673646
CHEK1,1,0,0,1,-1,1,-1,-1,-0.9718768807332704
CTCF,1,0,1,0,1,1,1,1,6.348663067645258
CTNNB1,0,0,0,1,-1,0,-1,-1,0.3075365187224945
E2F2,1,0,0,1,-1,1,-1,-1,-4.203531127709861
E2F3,1,0,0,1,-1,1,-1,-1,-1.6552974912711649
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
HIF1A,1,0,1,0,1,1,1,1,8.057728853867147
HRAS,2,0,1,0,1,1,1,1,3.54584928296538
HRAS,2,0,1,0,1,1,1,1,2.288820271814524
ITGAV,3,0,1,0,1,1,1,1,2.638047148742996
ITGB1,3,0,1,0,1,1,1,1,3.605959078391144
ITGB5,3,0,1,0,1,1,1,1,2.7289166273099905
JUN,1,0,1,0,1,1,1,1,6.289921481510688
KITLG,1,0,1,0,1,1,1,1,2.2384960699688605
MAP2K1,1,0,1,0,1,1,1,1,1.9184337860697405
MAP2K4,1,0,1,0,1,1,1,1,2.29227087918301
MAP3K1,1,0,1,0,1,1,1,1,3.173375919966002
MTOR,1,0,1,0,1,1,1,1,2.8235335133683117
MYC,1,0,0,1,-1,1,-1,-1,-5.155864131816764
NFKB1,1,0,1,0,1,1,1,1,6.341658130739368
PAK1,1,0,1,0,1,1,1,1,1.9295238737211904
PAX8,1,0,0,1,-1,1,-1,-1,-1.9983068419761552
PCNA,1,0,0,1,-1,1,-1,-1,-0.8265991058433075
PIAS1,1,0,1,0,1,1,1,1,2.2898938131820885
PIK3R1,1,0,1,0,1,1,1,1,3.219656852851615
PRKACA,1,0,1,0,1,1,1,1,2.9178176261165567
PRKDC,1,0,1,0,1,1,1,1,2.270610161514067
PTK2,1,0,1,0,1,1,1,1,2.3152298875036386
PTK2B,1,0,1,0,1,1,1,1,3.1384981823211517
PTPN1,1,0,1,0,1,1,1,1,2.389314464900301
RAF1,1,0,1,0,1,1,1,1,1.8938694416075532
RB1,1,0,1,0,1,1,1,1,3.287641821265722
RUNX1,1,0,1,0,1,1,1,1,5.669603720799593
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD4,1,0,1,0,1,1,1,1,4.519349452893868
SNAI1,0,0.5,0.5,0,0.5,0,0.5,1,NA
SP1,1,0,1,0,1,1,1,1,3.6056710434792256
SP3,1,0,1,0,1,1,1,1,5.508311997144065
STAT1,1,0,1,0,1,1,1,1,10.813445240222029
STAT3,1,0,1,0,1,1,1,1,7.911350863970297
STAT5B,1,0,1,0,1,1,1,1,5.025612229591523
SYK,1,0,1,0,1,1,1,1,2.608542068861039
TFDP1,1,0,0,1,-1,1,-1,-1,-1.664344874768788
TGFB1,2,0,1,0,1,1,1,1,1.9694740546816296
TGFB1,2,0,1,0,1,1,1,1,2.307016516662077
TGFBR2,3,0,1,0,1,1,1,1,1.5851099816558878
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TNK2,1,0,1,0,1,1,1,1,1.5516077724162374
TP53,1,0,1,0,1,1,1,1,6.567530020504592
TRAF6,1,0,1,0,1,1,1,1,1.647463100241479
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
WEE1,0,0.8,0,0.2,-0.2,0,-0.2,-1,NA
YY1,1,0,0,1,-1,1,-1,-1,-0.9541404011055772
